# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,08/01/2011 00:15 UTC,29.39,87.8,,55.4,6.91,250.0,,,,,,1.0,,,,10.0,,,,,,,,69.88,,WSW,28.75,26.9,92.76,Clear
KIGQ,08/01/2011 00:35 UTC,29.39,86.0,,58.66,4.61,250.0,,,,,,1.0,,,,10.0,,,,,,,,69.86,,WSW,28.75,26.92,90.62,Clear
KIGQ,08/01/2011 00:55 UTC,29.39,84.2,,66.04,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.64,,N,28.75,26.8,89.63,Clear
KIGQ,08/01/2011 01:15 UTC,29.39,82.4,,69.98,3.44,220.0,,,,,,1.0,,,,10.0,,,,,,,,71.62,,SW,28.75,26.82,87.19,Clear
KIGQ,08/01/2011 01:35 UTC,29.4,80.6,,74.19,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.61,,N,28.76,26.85,84.58,Clear
KIGQ,08/01/2011 01:55 UTC,29.4,78.8,,78.68,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.76,26.88,,Clear
KIGQ,08/01/2011 02:15 UTC,29.39,78.8,,78.68,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.75,26.87,,Clear
KIGQ,08/01/2011 02:35 UTC,29.4,77.0,,83.48,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.76,26.9,,Clear
KIGQ,08/01/2011 02:55 UTC,29.39,77.0,,83.48,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.75,26.89,,Clear
KIGQ,08/01/2011 03:15 UTC,29.4,75.2,,88.62,4.61,230.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,SW,28.76,26.93,,Clear
KIGQ,08/01/2011 03:35 UTC,29.4,77.0,,83.48,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.76,26.9,,Clear
KIGQ,08/01/2011 03:55 UTC,29.41,77.0,,83.48,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,71.6,,N,28.77,26.91,,Clear
KIGQ,08/01/2011 04:15 UTC,29.41,77.0,,88.7,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,73.4,,N,28.77,26.77,,Clear
