# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,05/01/2011 00:15 UTC,29.12,69.8,,46.22,13.8,170.0,23.02,,,,,704.0,,,,10.0,,,,,7000.0,,,48.13,,S,28.49,28.02,,Overcast
KIGQ,05/01/2011 00:35 UTC,29.12,69.8,,46.22,16.11,170.0,24.16,,,,,704.0,,,,10.0,,,,,7000.0,,,48.13,,S,28.49,28.02,,Overcast
KIGQ,05/01/2011 00:55 UTC,29.12,69.8,,46.22,16.11,170.0,21.85,,,,,604.0,,,,10.0,,,,,6000.0,,,48.13,,S,28.49,28.02,,Overcast
KIGQ,05/01/2011 01:15 UTC,29.11,69.8,,46.22,17.27,170.0,26.46,,,,,604.0,,,,10.0,,,,,6000.0,,,48.13,,S,28.48,28.01,,Overcast
KIGQ,05/01/2011 01:35 UTC,29.12,69.8,,49.43,12.66,180.0,,,,,,604.0,,,,10.0,,,,,6000.0,,,49.94,,S,28.49,27.95,,Overcast
KIGQ,05/01/2011 01:55 UTC,29.12,68.0,,52.57,16.11,180.0,20.71,,,,,602.0,854.0,,,10.0,,,,,8500.0,,,49.93,,S,28.49,27.96,,Overcast
KIGQ,05/01/2011 02:15 UTC,29.13,68.0,,56.19,14.97,190.0,19.57,,,,,754.0,,,,10.0,,,,,7500.0,,,51.73,,S,28.5,27.9,,Overcast
KIGQ,05/01/2011 02:35 UTC,29.14,66.2,,59.79,18.41,190.0,21.85,,,,,753.0,854.0,,,10.0,,,,,7500.0,,,51.73,,S,28.51,27.93,,Overcast
KIGQ,05/01/2011 02:55 UTC,29.14,66.2,,59.79,17.27,190.0,25.32,,,,,754.0,,,,10.0,,,,,7500.0,,,51.73,,S,28.51,27.93,,Overcast
