"Date","AQS_SITE_ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2011","170314201","1","7","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/21/2011","170314201","1","21","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/27/2011","170314201","1","22","ug/m3 SC","20","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/02/2011","170314201","1","5","ug/m3 SC","5","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/08/2011","170314201","1","7","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/16/2011","170314201","1","14","ug/m3 SC","13","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/20/2011","170314201","1","4","ug/m3 SC","4","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/26/2011","170314201","1","5","ug/m3 SC","5","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/04/2011","170314201","1","5","ug/m3 SC","5","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/10/2011","170314201","1","8","ug/m3 SC","7","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
