"Date","AQS_SITE_ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2018","170314201","1","0.5","ppm","6","19","79.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/02/2018","170314201","1","0.4","ppm","5","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/03/2018","170314201","1","0.6","ppm","7","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/04/2018","170314201","1","0.6","ppm","7","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/05/2018","170314201","1","0.7","ppm","8","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/06/2018","170314201","1","0.6","ppm","7","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/07/2018","170314201","1","0.4","ppm","5","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/08/2018","170314201","1","0.4","ppm","5","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/09/2018","170314201","1","0.5","ppm","6","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/10/2018","170314201","1","0.5","ppm","6","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/11/2018","170314201","1","0.4","ppm","5","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/12/2018","170314201","1","0.5","ppm","6","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/13/2018","170314201","1","0.6","ppm","7","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/14/2018","170314201","1","0.6","ppm","7","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/15/2018","170314201","1","0.3","ppm","3","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/16/2018","170314201","1","0.8","ppm","9","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/17/2018","170314201","1","0.9","ppm","10","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
