# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,12/01/2016 00:15 UTC,29.69,35.6,33.44,93.08,10.36,240.0,,,334.0,,,132.0,212.0,,,10.0,,KIGQ 010015Z AUTO 24009KT 10SM SCT013 SCT021 OVC033 02/01  A2969 RMK AO2 T00200008,,,3300.0,,,33.77,30.21,WSW,29.04,29.22,,Overcast
KIGQ,12/01/2016 00:35 UTC,29.7,35.96,33.08,93.08,11.5,240.0,17.27,,,,,354.0,,,,10.0,,KIGQ 010035Z AUTO 24010G15KT 10SM OVC035 02/01 A2970 RMK AO2  T00220006,,,3500.0,,,34.13,30.18,WSW,29.05,29.22,,Overcast
KIGQ,12/01/2016 00:55 UTC,29.7,35.78,32.9,93.08,12.66,230.0,,,,,,334.0,,,,10.0,,KIGQ 010055Z AUTO 23011KT 10SM OVC033 02/01 A2970 RMK AO2  T00210005,,,3300.0,,,33.95,29.53,SW,29.05,29.22,,Overcast
KIGQ,12/01/2016 01:15 UTC,29.7,35.96,32.18,86.58,10.36,240.0,17.27,,,,,282.0,344.0,,,10.0,,KIGQ 010115Z AUTO 24009G15KT 10SM SCT028 OVC034 02/00 A2970 RMK AO2 T00220001,,,3400.0,,,32.3,30.64,WSW,29.05,29.25,,Overcast
KIGQ,12/01/2016 01:35 UTC,29.7,35.96,32.18,86.58,11.5,240.0,19.57,,,,,364.0,,,,10.0,,KIGQ 010135Z AUTO 24010G17KT 10SM OVC036 02/00 A2970 RMK AO2  T00220001,,,3600.0,,,32.3,30.18,WSW,29.05,29.25,,Overcast
KIGQ,12/01/2016 01:55 UTC,29.7,35.96,32.0,86.58,10.36,240.0,17.27,,,,,312.0,374.0,,,10.0,,KIGQ 010155Z AUTO 24009G15KT 10SM SCT031 OVC037 02/00 A2970 RMK AO2 T00220000,,,3700.0,,,32.3,30.64,WSW,29.05,29.25,,Overcast
KIGQ,12/01/2016 02:15 UTC,29.69,36.14,32.0,86.58,11.5,240.0,16.11,,,,,292.0,374.0,,,10.0,,KIGQ 010215Z AUTO 24010G14KT 10SM SCT029 OVC037 02/00 A2969 RMK AO2 LTG DSNT NE T00230000,,,3700.0,,,32.47,30.4,WSW,29.04,29.23,,Overcast
KIGQ,12/01/2016 02:35 UTC,29.69,36.5,32.0,80.63,13.8,240.0,20.71,,,,,302.0,374.0,,,10.0,,KIGQ 010235Z AUTO 24012G18KT 10SM SCT030 OVC037 03/00 A2969 RMK AO2 T00250000,,,3700.0,,,31.04,30.01,WSW,29.04,29.25,,Overcast
KIGQ,12/01/2016 02:55 UTC,29.7,36.14,32.0,86.58,12.66,240.0,17.27,,,,,322.0,374.0,,,10.0,,KIGQ 010255Z AUTO 24011G15KT 10SM SCT032 OVC037 02/00 A2970 RMK AO2 T00230000,,,3700.0,,,32.47,29.97,WSW,29.05,29.24,,Overcast
