# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,06/01/2012 00:15 UTC,29.2,51.98,,94.19,9.22,40.0,,13.0,,,,93.0,164.0,,,10.0,,,,,900.0,,,50.34,,NE,28.57,28.18,,Light Rain
KIGQ,06/01/2012 00:35 UTC,29.21,51.98,,94.19,6.91,30.0,,14.0,,0.03,,93.0,184.0,,,7.0,,,,,900.0,,,50.34,,NNE,28.57,28.18,,Heavy Rain
KIGQ,06/01/2012 00:55 UTC,29.21,51.8,,93.55,10.36,30.0,17.27,1.0,,0.07,,92.0,184.0,,,7.0,,,,,1800.0,,,49.98,,NNE,28.57,28.19,,Rain
KIGQ,06/01/2012 01:15 UTC,29.22,51.8,,93.55,10.36,40.0,,1.0,,0.02,,122.0,194.0,,,7.0,,,,,1900.0,,,49.98,,NE,28.58,28.2,,Rain
KIGQ,06/01/2012 01:35 UTC,29.22,51.8,,93.55,6.91,20.0,,1.0,254.0,0.06,,102.0,173.0,,,10.0,,,,,1700.0,,,49.98,,NNE,28.58,28.2,,Rain
KIGQ,06/01/2012 01:55 UTC,29.21,51.8,,93.55,10.36,30.0,17.27,13.0,234.0,0.08,,72.0,112.0,,,10.0,,,,,2300.0,,,49.98,,NNE,28.57,28.19,,Light Rain
KIGQ,06/01/2012 02:15 UTC,29.21,51.8,,93.55,9.22,40.0,,1.0,,0.02,,92.0,254.0,,,10.0,,,,,2500.0,,,49.98,,NE,28.57,28.19,,Rain
KIGQ,06/01/2012 02:35 UTC,29.21,51.8,,93.55,10.36,30.0,16.11,13.0,254.0,0.03,,162.0,202.0,,,10.0,,,,,2500.0,,,49.98,,NNE,28.57,28.19,,Light Rain
KIGQ,06/01/2012 02:55 UTC,29.22,51.98,,93.56,9.22,40.0,,1.0,254.0,0.04,0.19,103.0,163.0,,,10.0,,,,,1000.0,,,50.16,,NE,28.58,28.2,,Rain
KIGQ,06/01/2012 03:15 UTC,29.22,51.8,,93.55,12.66,40.0,17.27,13.0,,0.01,,112.0,184.0,,,7.0,,,,,1800.0,,,49.98,,NE,28.58,28.2,,Light Rain
KIGQ,06/01/2012 03:35 UTC,29.22,51.44,,94.8,10.36,30.0,,13.0,454.0,0.02,,142.0,363.0,,,10.0,,,,,3600.0,,,49.98,,NNE,28.58,28.21,,Light Rain
KIGQ,06/01/2012 03:55 UTC,29.22,51.26,,92.91,11.5,40.0,,13.0,,0.02,,112.0,434.0,,,10.0,,,,,4300.0,,,49.26,,NE,28.58,28.23,,Light Rain
KIGQ,06/01/2012 04:15 UTC,29.21,51.44,,93.54,11.5,30.0,16.11,2.0,464.0,,,112.0,272.0,,,10.0,,,,,4600.0,,,49.62,,NNE,28.57,28.21,,Drizzle
KIGQ,06/01/2012 04:35 UTC,29.22,51.44,,94.8,8.05,40.0,,13.0,464.0,,,102.0,252.0,,,10.0,,,,,4600.0,,,49.98,,NE,28.58,28.21,,Light Rain
KIGQ,06/01/2012 04:55 UTC,29.21,51.62,,94.18,10.36,40.0,,1.0,444.0,0.02,,102.0,232.0,,,10.0,,,,,4400.0,,,49.98,,NE,28.57,28.2,,Rain
KIGQ,06/01/2012 05:15 UTC,29.2,51.44,,93.54,9.22,40.0,16.11,13.0,504.0,0.01,,102.0,443.0,,,10.0,,,,,4400.0,,,49.62,,NE,28.57,28.21,,Light Rain
KIGQ,06/01/2012 05:35 UTC,29.2,51.26,,94.8,10.36,40.0,,13.0,424.0,0.02,,82.0,303.0,,,10.0,,,,,3000.0,,,49.8,,NE,28.57,28.21,,Light Rain
KIGQ,06/01/2012 05:55 UTC,29.18,51.26,,95.44,9.22,40.0,,13.0,444.0,0.04,,82.0,313.0,0.27,,10.0,,,51.98,51.26,3100.0,56.3,50.18,49.99,,NE,28.55,28.18,,Light Rain
KIGQ,06/01/2012 06:15 UTC,29.18,51.8,,93.55,8.05,40.0,,1.0,314.0,0.01,,102.0,253.0,,,10.0,,,,,2500.0,,,49.98,,NE,28.55,28.17,,Rain
KIGQ,06/01/2012 06:35 UTC,29.17,51.8,,93.55,6.91,40.0,,17.0,244.0,0.01,,103.0,163.0,,,10.0,,,,,1000.0,,,49.98,,NE,28.54,28.16,,Light Drizzle
KIGQ,06/01/2012 06:55 UTC,29.16,51.98,,94.19,9.22,40.0,,,204.0,0.01,,102.0,143.0,,,10.0,,,,,1400.0,,,50.34,,NE,28.53,28.14,,Overcast
KIGQ,06/01/2012 07:15 UTC,29.15,52.16,,94.19,4.61,30.0,,,,,,103.0,204.0,,,10.0,,,,,1000.0,,,50.52,,NNE,28.52,28.12,,Overcast
KIGQ,06/01/2012 07:35 UTC,29.14,52.34,,92.33,9.22,30.0,,,324.0,,,103.0,143.0,,,10.0,,,,,1000.0,,,50.16,,NNE,28.51,28.12,,Overcast
KIGQ,06/01/2012 07:55 UTC,29.14,52.52,,91.72,4.61,30.0,,,,,,133.0,184.0,,,10.0,,,,,1300.0,,,50.16,,NNE,28.51,28.12,,Overcast
KIGQ,06/01/2012 08:15 UTC,29.12,52.7,,90.51,8.05,30.0,,,,,,153.0,234.0,,,10.0,,,,,1500.0,,,49.97,,NNE,28.49,28.1,,Overcast
KIGQ,06/01/2012 08:35 UTC,29.12,52.7,,90.51,9.22,30.0,,13.0,,,,153.0,244.0,,,10.0,,,,,1500.0,,,49.97,,NNE,28.49,28.1,,Light Rain
KIGQ,06/01/2012 08:55 UTC,29.11,52.7,,91.11,8.05,20.0,,,,,0.01,133.0,224.0,,,10.0,,,,,1300.0,,,50.15,,NNE,28.48,28.09,,Overcast
KIGQ,06/01/2012 09:15 UTC,29.11,52.7,,90.51,5.75,30.0,,17.0,,,,134.0,,,,10.0,,,,,1300.0,,,49.97,,NNE,28.48,28.09,,Light Drizzle
KIGQ,06/01/2012 09:35 UTC,29.11,52.7,,90.51,8.05,10.0,,,,,,134.0,,,,10.0,,,,,1300.0,,,49.97,,N,28.48,28.09,,Overcast
KIGQ,06/01/2012 09:55 UTC,29.11,52.16,,91.09,13.8,20.0,19.57,,,,,114.0,,,,10.0,,,,,1100.0,,,49.61,,NNE,28.48,28.11,,Overcast
KIGQ,06/01/2012 10:15 UTC,29.11,51.98,,91.09,10.36,360.0,17.27,,,,,114.0,,,,10.0,,,,,1100.0,,,49.43,,N,28.48,28.12,,Overcast
KIGQ,06/01/2012 10:35 UTC,29.11,51.98,,91.09,8.05,10.0,16.11,,,,,114.0,,,,10.0,,,,,1100.0,,,49.43,,N,28.48,28.12,,Overcast
KIGQ,06/01/2012 10:55 UTC,29.11,51.8,,93.55,11.5,360.0,21.85,,,,,114.0,,,,10.0,,,,,1100.0,,,49.98,,N,28.48,28.1,,Overcast
KIGQ,06/01/2012 11:15 UTC,29.12,51.8,,87.48,9.22,10.0,16.11,,,,,114.0,,,,10.0,,,,,1100.0,,,48.16,,N,28.49,28.17,,Overcast
KIGQ,06/01/2012 11:35 UTC,29.13,51.44,,89.85,9.22,340.0,16.11,,,,,114.0,,,,10.0,,,,,1100.0,,,48.53,,NNW,28.5,28.18,,Overcast
KIGQ,06/01/2012 11:55 UTC,29.13,51.44,,88.65,12.66,350.0,28.77,,,,,114.0,,0.01,0.62,10.0,,,52.7,51.26,1100.0,,,48.17,,N,28.5,28.19,,Overcast
KIGQ,06/01/2012 12:15 UTC,29.13,51.44,,87.46,10.36,360.0,17.27,,,,,134.0,,,,10.0,,,,,1300.0,,,47.8,,N,28.5,28.2,,Overcast
KIGQ,06/01/2012 12:35 UTC,29.14,51.8,,87.48,6.91,340.0,,,,,,154.0,,,,10.0,,,,,1500.0,,,48.16,,NNW,28.51,28.19,,Overcast
KIGQ,06/01/2012 12:55 UTC,29.14,50.72,,91.04,12.66,340.0,18.41,13.0,,,,114.0,,,,10.0,,,,,1100.0,,,48.17,,NNW,28.51,28.2,,Light Rain
KIGQ,06/01/2012 13:15 UTC,29.15,50.18,,92.88,6.91,330.0,16.11,2.0,,,,114.0,,,,10.0,,,,,1100.0,,,48.18,,NNW,28.52,28.22,,Drizzle
KIGQ,06/01/2012 13:35 UTC,29.15,50.0,,93.5,9.22,330.0,,2.0,,,,84.0,,,,7.0,,,,,800.0,,,48.18,,NNW,28.52,28.22,,Drizzle
KIGQ,06/01/2012 13:55 UTC,29.15,49.64,,94.76,9.22,340.0,17.27,2.0,,,,84.0,,,,7.0,,,,,800.0,,,48.18,,NNW,28.52,28.23,,Drizzle
KIGQ,06/01/2012 14:15 UTC,29.14,50.0,,93.5,9.22,340.0,17.27,1.0,,,,84.0,,,,7.0,,,,,800.0,,,48.18,,NNW,28.51,28.21,,Rain
KIGQ,06/01/2012 14:35 UTC,29.14,49.64,,94.13,16.11,330.0,24.16,2.0,,,,84.0,,,,7.0,,,,,800.0,,,48.0,,NNW,28.51,28.22,,Drizzle
KIGQ,06/01/2012 14:55 UTC,29.14,49.46,,91.61,11.5,340.0,19.57,,,,,104.0,,,,10.0,,,,,1000.0,,,47.09,,NNW,28.51,28.25,,Overcast
KIGQ,06/01/2012 15:15 UTC,29.14,50.9,,87.43,13.8,340.0,25.32,,,,,124.0,,,,10.0,,,,,1200.0,,,47.26,,NNW,28.51,28.23,,Overcast
KIGQ,06/01/2012 15:35 UTC,29.15,51.26,,85.69,9.22,320.0,17.27,,,,,144.0,,,,10.0,,,,,1400.0,,,47.07,,NW,28.52,28.24,,Overcast
KIGQ,06/01/2012 15:55 UTC,29.15,52.34,,82.9,8.05,330.0,,,,,,164.0,,,,10.0,,,,,1600.0,,,47.24,,NNW,28.52,28.23,,Overcast
KIGQ,06/01/2012 16:15 UTC,29.15,52.7,,79.62,12.66,330.0,18.41,,,,,204.0,,,,10.0,,,,,2000.0,,,46.51,,NNW,28.52,28.25,,Overcast
KIGQ,06/01/2012 16:35 UTC,29.15,52.7,,79.08,13.8,330.0,18.41,,,,,224.0,,,,10.0,,,,,2200.0,,,46.33,,NNW,28.52,28.25,,Overcast
KIGQ,06/01/2012 16:55 UTC,29.14,53.6,,71.47,12.66,340.0,19.57,,,,,243.0,324.0,,,10.0,,,,,2400.0,,,44.51,,NNW,28.51,28.29,,Overcast
KIGQ,06/01/2012 17:15 UTC,29.14,54.86,,63.28,11.5,340.0,21.85,,,,,292.0,344.0,,,10.0,,,,,3400.0,,,42.51,,NNW,28.51,28.34,,Overcast
KIGQ,06/01/2012 17:35 UTC,29.14,54.5,,58.57,13.8,330.0,18.41,,,,,384.0,,,,10.0,,,,,3800.0,,,40.15,,NNW,28.51,28.4,,Overcast
KIGQ,06/01/2012 17:55 UTC,29.14,55.04,,61.57,8.05,350.0,16.11,,,,,404.0,,,,10.0,,,55.04,49.28,4000.0,,,41.96,,N,28.51,28.35,,Overcast
KIGQ,06/01/2012 18:15 UTC,29.15,55.4,,66.93,5.75,350.0,,,,,,352.0,424.0,,,10.0,,,,,4200.0,,,44.5,,N,28.52,28.28,,Overcast
KIGQ,06/01/2012 18:35 UTC,29.15,54.14,,72.51,4.61,340.0,,13.0,,,,273.0,334.0,,,10.0,,,,,2700.0,,,45.42,,NNW,28.52,28.27,,Light Rain
