# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,05/01/2009 00:05 UTC,29.18,62.6,,82.52,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,57.16,,N,28.55,27.77,,Clear
KIGQ,05/01/2009 00:25 UTC,29.18,62.6,,82.52,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,57.16,,N,28.55,27.77,,Clear
KIGQ,05/01/2009 00:45 UTC,29.18,62.6,,82.52,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,57.16,,N,28.55,27.77,,Clear
KIGQ,05/01/2009 01:05 UTC,29.18,60.8,,82.4,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,55.36,,N,28.55,27.87,,Clear
KIGQ,05/01/2009 01:25 UTC,29.19,60.8,,87.94,8.05,210.0,,,,,,1.0,,,,10.0,,,,,,,,57.17,,SSW,28.56,27.8,,Clear
KIGQ,05/01/2009 01:45 UTC,29.2,60.8,,87.94,3.44,210.0,,,,,,1.0,,,,10.0,,,,,,,,57.17,,SSW,28.57,27.81,,Clear
KIGQ,05/01/2009 02:05 UTC,29.21,60.8,,87.94,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,57.17,,N,28.57,27.81,,Clear
KIGQ,05/01/2009 02:25 UTC,29.21,60.8,,87.94,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,57.17,,N,28.57,27.81,,Clear
KIGQ,05/01/2009 02:45 UTC,29.21,60.8,,93.8,0.0,0.0,,,,,,803.0,,,,10.0,,,,,8000.0,,,58.99,,N,28.57,27.72,,Mostly Cloudy
KIGQ,05/01/2009 03:05 UTC,29.21,60.8,,93.8,0.0,0.0,,,,,,803.0,,,,10.0,,,,,8000.0,,,58.99,,N,28.57,27.72,,Mostly Cloudy
KIGQ,05/01/2009 03:25 UTC,29.22,60.8,,93.8,0.0,0.0,,,,,,802.0,,,,10.0,,,,,,,,58.99,,N,28.58,27.73,,Partly Cloudy
KIGQ,05/01/2009 03:45 UTC,29.21,60.8,,87.94,0.0,0.0,,,,,,802.0,,,,10.0,,,,,,,,57.17,,N,28.57,27.81,,Partly Cloudy
KIGQ,05/01/2009 04:05 UTC,29.21,60.8,,93.8,0.0,0.0,,,,,,1.0,,,,10.0,,,,,,,,58.99,,N,28.57,27.72,,Clear
KIGQ,05/01/2009 04:25 UTC,29.22,60.8,,93.8,0.0,0.0,,,,,,802.0,,,,10.0,,,,,,,,58.99,,N,28.58,27.73,,Partly Cloudy
KIGQ,05/01/2009 04:45 UTC,29.21,60.8,,93.8,0.0,0.0,,,,,,804.0,,,,10.0,,,,,8000.0,,,58.99,,N,28.57,27.72,,Overcast
