# STATION: KIGQ
# STATION NAME: Lansing Municipal Airport
# LATITUDE: 41.54125
# LONGITUDE: -87.52822
# ELEVATION [ft]: 607
# STATE: IL
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,ceiling_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Feet,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Code,INHG,INHG,Fahrenheit,Code
KIGQ,06/01/2010 00:02 UTC,29.23,71.6,,83.13,0.0,0.0,,,,,,102.0,154.0,,,7.0,,,,,1500.0,,,66.18,,N,28.59,27.19,,Overcast
KIGQ,06/01/2010 00:21 UTC,29.23,71.6,,83.13,0.0,0.0,,,,,,154.0,,,,7.0,,,,,1500.0,,,66.18,,N,28.59,27.19,,Overcast
KIGQ,06/01/2010 00:42 UTC,29.24,71.6,,83.13,0.0,0.0,,,,,,154.0,,,,7.0,,,,,1500.0,,,66.18,,N,28.6,27.2,,Overcast
KIGQ,06/01/2010 01:02 UTC,29.23,69.8,,88.37,0.0,0.0,,,,,,193.0,,,,7.0,,,,,1900.0,,,66.19,,N,28.59,27.22,,Mostly Cloudy
KIGQ,06/01/2010 01:22 UTC,29.24,69.8,,88.37,0.0,0.0,,31.0,,,,193.0,,,,4.0,,,,,1900.0,,,66.19,,N,28.6,27.23,,Mist
KIGQ,06/01/2010 01:42 UTC,29.24,69.8,,88.37,0.0,0.0,,31.0,,,,213.0,,,,4.0,,,,,2100.0,,,66.19,,N,28.6,27.23,,Mist
KIGQ,06/01/2010 02:02 UTC,29.25,69.8,,88.37,0.0,0.0,,31.0,,,,213.0,294.0,,,4.0,,,,,2100.0,,,66.19,,N,28.61,27.24,,Mist
KIGQ,06/01/2010 02:22 UTC,29.25,69.8,,88.37,0.0,0.0,,31.0,,,,212.0,293.0,,,4.0,,,,,2900.0,,,66.19,,N,28.61,27.24,,Mist
KIGQ,06/01/2010 02:42 UTC,29.26,68.0,,88.29,0.0,0.0,,31.0,,,,292.0,,,,3.0,,,,,,,,64.39,,N,28.62,27.38,,Mist
KIGQ,06/01/2010 03:03 UTC,29.26,68.0,,93.98,0.0,0.0,,31.0,,,,1.0,,,,2.5,,,,,,,,66.19,,N,28.62,27.27,,Mist
KIGQ,06/01/2010 03:22 UTC,29.27,68.0,,93.98,0.0,0.0,,31.0,,,,202.0,273.0,,,1.75,,,,,2700.0,,,66.19,,N,28.63,27.28,,Mist
KIGQ,06/01/2010 03:42 UTC,29.27,68.0,,93.98,0.0,0.0,,31.0,,,,203.0,,,,1.25,,,,,2000.0,,,66.19,,N,28.63,27.28,,Mist
KIGQ,06/01/2010 04:02 UTC,29.27,66.2,,93.94,0.0,0.0,,9.0,,,,13.0,853.0,,,0.25,,,,,100.0,,,64.39,,N,28.63,27.42,,Fog
KIGQ,06/01/2010 04:22 UTC,29.27,66.2,,93.94,0.0,0.0,,9.0,854.0,,,13.0,193.0,,,0.25,,,,,100.0,,,64.39,,N,28.63,27.42,,Fog
KIGQ,06/01/2010 04:42 UTC,29.26,66.2,,93.94,0.0,0.0,,9.0,,,,194.0,,,,0.25,,,,,1900.0,,,64.39,,N,28.62,27.41,,Fog
KIGQ,06/01/2010 05:02 UTC,29.26,64.4,,93.89,0.0,0.0,,9.0,,,,14.0,,,,-0.25,,,,,100.0,,,62.59,,N,28.62,27.54,,Fog
KIGQ,06/01/2010 05:22 UTC,29.25,64.4,,93.89,0.0,0.0,,9.0,,,,14.0,,,,0.25,,,,,100.0,,,62.59,,N,28.61,27.53,,Fog
KIGQ,06/01/2010 05:42 UTC,29.25,64.4,,100.0,0.0,0.0,,9.0,,,,13.0,504.0,,,0.5,,,,,100.0,,,64.4,,N,28.61,27.42,,Fog
KIGQ,06/01/2010 06:02 UTC,29.25,66.2,,93.94,0.0,0.0,,31.0,,,,464.0,,,,2.0,,,,,4600.0,,,64.39,,N,28.61,27.4,,Mist
KIGQ,06/01/2010 06:22 UTC,29.24,66.2,,93.94,0.0,0.0,,31.0,,,,463.0,,,,2.0,,,,,4600.0,,,64.39,,N,28.6,27.39,,Mist
KIGQ,06/01/2010 06:42 UTC,29.25,66.2,,93.94,0.0,0.0,,31.0,,,,463.0,,,,2.5,,,,,4600.0,,,64.39,,N,28.61,27.4,,Mist
KIGQ,06/01/2010 07:02 UTC,29.25,66.2,,93.94,0.0,0.0,,31.0,,,,464.0,,,,3.0,,,,,4600.0,,,64.39,,N,28.61,27.4,,Mist
KIGQ,06/01/2010 07:22 UTC,29.25,66.2,,93.94,0.0,0.0,,31.0,,,,503.0,,,,1.75,,,,,5000.0,,,64.39,,N,28.61,27.4,,Mist
KIGQ,06/01/2010 07:42 UTC,29.26,66.2,,93.94,0.0,0.0,,31.0,,,,283.0,,,,2.0,,,,,2800.0,,,64.39,,N,28.62,27.41,,Mist
KIGQ,06/01/2010 08:02 UTC,29.26,66.2,,93.94,0.0,0.0,,31.0,604.0,,,303.0,483.0,,,2.5,,,,,3000.0,,,64.39,,N,28.62,27.41,,Mist
KIGQ,06/01/2010 08:22 UTC,29.26,66.2,,93.94,0.0,0.0,,31.0,,,,482.0,603.0,,,1.25,,,,,6000.0,,,64.39,,N,28.62,27.41,,Mist
KIGQ,06/01/2010 08:42 UTC,29.26,64.4,,100.0,0.0,0.0,,31.0,,,,1.0,,,,1.5,,,,,,,,64.4,,N,28.62,27.43,,Mist
KIGQ,06/01/2010 09:02 UTC,29.27,64.4,,93.89,0.0,0.0,,9.0,,,,43.0,,,,0.25,,,,,400.0,,,62.59,,N,28.63,27.55,,Fog
KIGQ,06/01/2010 09:22 UTC,29.27,64.4,,100.0,0.0,0.0,,9.0,,,,44.0,,,,0.5,,,,,400.0,,,64.4,,N,28.63,27.44,,Fog
KIGQ,06/01/2010 09:42 UTC,29.28,66.2,,93.94,0.0,0.0,,9.0,,,,24.0,,,,0.25,,,,,200.0,,,64.39,,N,28.64,27.43,,Fog
KIGQ,06/01/2010 10:02 UTC,29.28,66.2,,93.94,0.0,0.0,,9.0,,,,24.0,,,,-0.25,,,,,200.0,,,64.39,,N,28.64,27.43,,Fog
KIGQ,06/01/2010 10:22 UTC,29.28,66.2,,93.94,0.0,0.0,,9.0,,,,24.0,,,,-0.25,,,,,200.0,,,64.39,,N,28.64,27.43,,Fog
